"ModernName","Date"
"brown thrasher",1929-05-20
"cape may warbler",1929-05-20
"chestnut-sided warbler",1929-05-20
"clay-colored sparrow",1929-05-20
"common tern",1929-05-20
"common yellowthroat",1929-05-20
"eastern towhee",1929-05-20
"grackle",1929-05-20
"gray-cheeked thrush",1929-05-20
"gray catbird",1929-05-20
"herring gull",1929-05-20
"indigo bunting",1929-05-20
"killdeer",1929-05-20
"least flycatcher",1929-05-20
"lincoln sparrow",1929-05-20
"magnolia warbler",1929-05-20
"nashville warbler",1929-05-20
"northern flicker",1929-05-20
"northern parlua",1929-05-20
"northern water-thrush",1929-05-20
"orange-crowned warbler",1929-05-20
"ovenbird",1929-05-20
"palm warbler",1929-05-20
"purple martin",1929-05-20
"red-headed woodpecker",1929-05-20
"rose-breasted grosbeak",1929-05-20
"rough-winged swallow",1929-05-20
"ruby-throated hummingbird",1929-05-20
"spotted sandpiper",1929-05-20
"swainson's thrush",1929-05-20
"swamp sparrow",1929-05-20
"white-crowned sparrow",1929-05-20
"white-throated sparrow",1929-05-20
"wilson's thrush",1929-05-20
"wilson's warbler",1929-05-20
"yellow-rumped warbler",1929-05-20
"yellow warbler",1929-05-20
"american goldfinch",1929-05-21
"american redstart",1929-05-21
"american robin",1929-05-21
"baltimore oriole",1929-05-21
"black-throated blue warbler",1929-05-21
"black and white warbler",1929-05-21
"blackburnian warbler",1929-05-21
"blue-headed vireo",1929-05-21
"blue jay",1929-05-21
"brown thrasher",1929-05-21
"cape may warbler",1929-05-21
"chestnut-sided warbler",1929-05-21
"chimney swift",1929-05-21
"common tern",1929-05-21
"common yellowthroat",1929-05-21
"eastern-meadowlark",1929-05-21
"eastern towhee",1929-05-21
"grackle",1929-05-21
"gray-cheeked thrush",1929-05-21
"gray catbird",1929-05-21
"herring gull",1929-05-21
"indigo bunting",1929-05-21
"least flycatcher",1929-05-21
"lincoln sparrow",1929-05-21
"magnolia warbler",1929-05-21
"nashville warbler",1929-05-21
"northern flicker",1929-05-21
"orange-crowned warbler",1929-05-21
"ovenbird",1929-05-21
"palm warbler",1929-05-21
"purple martin",1929-05-21
"red-headed woodpecker",1929-05-21
"rose-breasted grosbeak",1929-05-21
"ruby-crowned kinglet",1929-05-21
"swainson's thrush",1929-05-21
"white-crowned sparrow",1929-05-21
"white-throated sparrow",1929-05-21
"wilson's warbler",1929-05-21
"yellow-rumped warbler",1929-05-21
"american goldfinch",1929-05-22
"american redstart",1929-05-22
"american robin",1929-05-22
"baltimore oriole",1929-05-22
"black-throated blue warbler",1929-05-22
"blue-headed vireo",1929-05-22
"blue jay",1929-05-22
"brown thrasher",1929-05-22
"cape may warbler",1929-05-22
"chimney swift",1929-05-22
"common tern",1929-05-22
"common yellowthroat",1929-05-22
"grackle",1929-05-22
"gray-cheeked thrush",1929-05-22
"gray catbird",1929-05-22
"least flycatcher",1929-05-22
"lincoln sparrow",1929-05-22
"mourning warbler",1929-05-22
"nashville warbler",1929-05-22
"northern flicker",1929-05-22
"ovenbird",1929-05-22
"palm warbler",1929-05-22
"red-headed woodpecker",1929-05-22
"rose-breasted grosbeak",1929-05-22
"spotted sandpiper",1929-05-22
"swainson's thrush",1929-05-22
"white-crowned sparrow",1929-05-22
"white-throated sparrow",1929-05-22
"american coot",1929-05-23
"american goldfinch",1929-05-23
"american redstart",1929-05-23
"american robin",1929-05-23
"barn swallow",1929-05-23
"bay-breasted warbler",1929-05-23
"black-poll warbler",1929-05-23
"black-throated blue warbler",1929-05-23
"black-throated green warbler",1929-05-23
"black and white warbler",1929-05-23
"blackburnian warbler",1929-05-23
"blue-gray gnatcatcher",1929-05-23
"blue jay",1929-05-23
"brown-headed cowbird",1929-05-23
"canadian warbler",1929-05-23
"cape may warbler",1929-05-23
"chestnut-sided warbler",1929-05-23
"chipping sparrow",1929-05-23
"common tern",1929-05-23
"common yellowthroat",1929-05-23
"connecticut warbler",1929-05-23
"eastern kingbird",1929-05-23
"eastern towhee",1929-05-23
"eastern wood-pewee",1929-05-23
"field sparrow",1929-05-23
"grackle",1929-05-23
"gray catbird",1929-05-23
"indigo bunting",1929-05-23
"least flycatcher",1929-05-23
"lincoln sparrow",1929-05-23
"magnolia warbler",1929-05-23
"mourning warbler",1929-05-23
"nashville warbler",1929-05-23
"northern flicker",1929-05-23
"northern parlua",1929-05-23
"northern water-thrush",1929-05-23
"olive-sided flycatcher",1929-05-23
"ovenbird",1929-05-23
"palm warbler",1929-05-23
"philadelphia vireo",1929-05-23
"purple martin",1929-05-23
"red-headed woodpecker",1929-05-23
"scarlet tanager",1929-05-23
"swainson's thrush",1929-05-23
"tennessee warbler",1929-05-23
"white-throated sparrow",1929-05-23
"wilson's thrush",1929-05-23
"wilson's warbler",1929-05-23
"american redstart",1929-05-24
"american robin",1929-05-24
"baltimore oriole",1929-05-24
"black-poll warbler",1929-05-24
"black-throated blue warbler",1929-05-24
"black and white warbler",1929-05-24
"blackburnian warbler",1929-05-24
"blue jay",1929-05-24
"brown thrasher",1929-05-24
"canadian warbler",1929-05-24
"cape may warbler",1929-05-24
"chestnut-sided warbler",1929-05-24
"common tern",1929-05-24
"common yellowthroat",1929-05-24
"eastern towhee",1929-05-24
"grackle",1929-05-24
"gray-cheeked thrush",1929-05-24
"gray catbird",1929-05-24
"indigo bunting",1929-05-24
"least flycatcher",1929-05-24
"lincoln sparrow",1929-05-24
"magnolia warbler",1929-05-24
"mourning warbler",1929-05-24
"nashville warbler",1929-05-24
"northern flicker",1929-05-24
"northern parlua",1929-05-24
"ovenbird",1929-05-24
"palm warbler",1929-05-24
"purple martin",1929-05-24
"red-breasted nuthatch",1929-05-24
"red-headed woodpecker",1929-05-24
"ruby-crowned kinglet",1929-05-24
"ruby-throated hummingbird",1929-05-24
"spotted sandpiper",1929-05-24
"swainson's thrush",1929-05-24
"white-throated sparrow",1929-05-24
"wilson's thrush",1929-05-24
"wilson's warbler",1929-05-24
"american redstart",1929-05-25
"american robin",1929-05-25
"baltimore oriole",1929-05-25
"bay-breasted warbler",1929-05-25
"black-poll warbler",1929-05-25
"blackburnian warbler",1929-05-25
"blue jay",1929-05-25
"brown-headed cowbird",1929-05-25
"brown thrasher",1929-05-25
"canadian warbler",1929-05-25
"cape may warbler",1929-05-25
"chestnut-sided warbler",1929-05-25
"chimney swift",1929-05-25
"common tern",1929-05-25
"common yellowthroat",1929-05-25
"eastern towhee",1929-05-25
"eastern wood-pewee",1929-05-25
"grackle",1929-05-25
"gray-cheeked thrush",1929-05-25
"gray catbird",1929-05-25
"indigo bunting",1929-05-25
"least flycatcher",1929-05-25
"lincoln sparrow",1929-05-25
"magnolia warbler",1929-05-25
"mourning warbler",1929-05-25
"nashville warbler",1929-05-25
"northern flicker",1929-05-25
"olive-sided flycatcher",1929-05-25
"ovenbird",1929-05-25
"palm warbler",1929-05-25
"purple martin",1929-05-25
"red-headed woodpecker",1929-05-25
"ruby-throated hummingbird",1929-05-25
"scarlet tanager",1929-05-25
"spotted sandpiper",1929-05-25
"swainson's thrush",1929-05-25
"swamp sparrow",1929-05-25
"white-throated sparrow",1929-05-25
"wilson's thrush",1929-05-25
"wilson's warbler",1929-05-25
"american redstart",1929-05-26
"american robin",1929-05-26
"black-poll warbler",1929-05-26
"black-throated blue warbler",1929-05-26
"black-throated green warbler",1929-05-26
"black and white warbler",1929-05-26
"blackburnian warbler",1929-05-26
"blue jay",1929-05-26
"brown thrasher",1929-05-26
"canadian warbler",1929-05-26
"cape may warbler",1929-05-26
"chestnut-sided warbler",1929-05-26
"common nighthawk",1929-05-26
"common yellowthroat",1929-05-26
"eastern wood-pewee",1929-05-26
"grackle",1929-05-26
"gray-cheeked thrush",1929-05-26
"gray catbird",1929-05-26
"indigo bunting",1929-05-26
"least flycatcher",1929-05-26
"lincoln sparrow",1929-05-26
"magnolia warbler",1929-05-26
"mourning warbler",1929-05-26
"nashville warbler",1929-05-26
"northern flicker",1929-05-26
"palm warbler",1929-05-26
"philadelphia vireo",1929-05-26
"purple martin",1929-05-26
"red-headed woodpecker",1929-05-26
"rose-breasted grosbeak",1929-05-26
"ruby-throated hummingbird",1929-05-26
"swainson's thrush",1929-05-26
"white-crowned sparrow",1929-05-26
"wilson's thrush",1929-05-26
"wilson's warbler",1929-05-26
"yellow-bellied flycatcher",1929-05-26
"american goldfinch",1929-05-27
"american robin",1929-05-27
"bay-breasted warbler",1929-05-27
"black-poll warbler",1929-05-27
"black and white warbler",1929-05-27
"blackburnian warbler",1929-05-27
"blue-headed vireo",1929-05-27
"bonaparte's gull",1929-05-27
"brown-headed cowbird",1929-05-27
"canadian warbler",1929-05-27
"cedar waxwing",1929-05-27
"chestnut-sided warbler",1929-05-27
"chimney swift",1929-05-27
"common tern",1929-05-27
"connecticut warbler",1929-05-27
"eastern kingbird",1929-05-27
"eastern wood-pewee",1929-05-27
"grackle",1929-05-27
"gray-cheeked thrush",1929-05-27
"gray catbird",1929-05-27
"great-crested flycatcher",1929-05-27
"indigo bunting",1929-05-27
"least flycatcher",1929-05-27
"magnolia warbler",1929-05-27
"mourning warbler",1929-05-27
"northern flicker",1929-05-27
"purple martin",1929-05-27
"red-eyed vireo",1929-05-27
"red-headed woodpecker",1929-05-27
"scarlet tanager",1929-05-27
"swainson's thrush",1929-05-27
"warbling vireo",1929-05-27
"wilson's warbler",1929-05-27
"yellow-bellied flycatcher",1929-05-27
"yellow-billed cuckoo",1929-05-27
"american redstart",1929-05-28
"american robin",1929-05-28
"barn swallow",1929-05-28
"black-poll warbler",1929-05-28
"black-throated green warbler",1929-05-28
"blackburnian warbler",1929-05-28
"blue-headed vireo",1929-05-28
"blue jay",1929-05-28
"brown-headed cowbird",1929-05-28
"brown thrasher",1929-05-28
"canadian warbler",1929-05-28
"cape may warbler",1929-05-28
"chestnut-sided warbler",1929-05-28
"chimney swift",1929-05-28
"common tern",1929-05-28
"eastern bluebird",1929-05-28
"eastern wood-pewee",1929-05-28
"grackle",1929-05-28
"indigo bunting",1929-05-28
"least flycatcher",1929-05-28
"magnolia warbler",1929-05-28
"mourning warbler",1929-05-28
"northern flicker",1929-05-28
"palm warbler",1929-05-28
"philadelphia vireo",1929-05-28
"purple martin",1929-05-28
"red-eyed vireo",1929-05-28
"scarlet tanager",1929-05-28
"spotted sandpiper",1929-05-28
"swainson's thrush",1929-05-28
"wilson's warbler",1929-05-28
"yellow-bellied flycatcher",1929-05-28
"yellow-throated vireo",1929-05-28
"american redstart",1929-05-29
"american robin",1929-05-29
"bay-breasted warbler",1929-05-29
"black-poll warbler",1929-05-29
"brown-headed cowbird",1929-05-29
"canadian warbler",1929-05-29
"common yellowthroat",1929-05-29
"eastern kingbird",1929-05-29
"eastern wood-pewee",1929-05-29
"grackle",1929-05-29
"great-crested flycatcher",1929-05-29
"least flycatcher",1929-05-29
"magnolia warbler",1929-05-29
"mourning warbler",1929-05-29
"northern flicker",1929-05-29
"philadelphia vireo",1929-05-29
"purple martin",1929-05-29
"red-eyed vireo",1929-05-29
"yellow-bellied flycatcher",1929-05-29
"american redstart",1929-05-30
"american robin",1929-05-30
"black-poll warbler",1929-05-30
"blue jay",1929-05-30
"brown-headed cowbird",1929-05-30
"brown thrasher",1929-05-30
"chimney swift",1929-05-30
"grackle",1929-05-30
"green heron",1929-05-30
"least flycatcher",1929-05-30
"magnolia warbler",1929-05-30
"northern flicker",1929-05-30
"palm warbler",1929-05-30
"purple martin",1929-05-30
"red-eyed vireo",1929-05-30
"red-headed woodpecker",1929-05-30
"swainson's thrush",1929-05-30
"yellow-bellied flycatcher",1929-05-30
"yellow-billed cuckoo",1929-05-30
"american robin",1929-05-31
"baltimore oriole",1929-05-31
"black-billed cuckoo",1929-05-31
"black-poll warbler",1929-05-31
"blue jay",1929-05-31
"cedar waxwing",1929-05-31
"chimney swift",1929-05-31
"eastern wood-pewee",1929-05-31
"grackle",1929-05-31
"great-crested flycatcher",1929-05-31
"indigo bunting",1929-05-31
"least flycatcher",1929-05-31
"philadelphia vireo",1929-05-31
"purple martin",1929-05-31
"red-eyed vireo",1929-05-31
"sanderling",1929-05-31
"spotted sandpiper",1929-05-31
"swainson's thrush",1929-05-31
"yellow warbler",1929-05-31
"american robin",1930-03-01
"common goldeneye",1930-03-01
"grackle",1930-03-01
"herring gull",1930-03-01
"long-tailed duck",1930-03-01
"downy woodpecker",1930-03-05
"grackle",1930-03-05
"herring gull",1930-03-05
"long-tailed duck",1930-03-05
"song sparrow",1930-03-05
"common goldeneye",1930-03-06
"dark-eyed junco",1930-03-06
"downy woodpecker",1930-03-06
"grackle",1930-03-06
"herring gull",1930-03-06
"horned lark",1930-03-06
"long-tailed duck",1930-03-06
"common goldeneye",1930-03-07
"grackle",1930-03-07
"herring gull",1930-03-07
"long-tailed duck",1930-03-07
"red-breasted merganser",1930-03-07
"common goldeneye",1930-03-09
"grackle",1930-03-09
"herring gull",1930-03-09
"long-tailed duck",1930-03-09
"red-winged blackbird",1930-03-09
"american crow",1930-03-10
"american robin",1930-03-10
"dark-eyed junco",1930-03-10
"eastern bluebird",1930-03-10
"grackle",1930-03-10
"herring gull",1930-03-10
"killdeer",1930-03-10
"long-tailed duck",1930-03-10
"red-winged blackbird",1930-03-10
"song sparrow",1930-03-10
"american robin",1930-03-11
"dark-eyed junco",1930-03-11
"grackle",1930-03-11
"herring gull",1930-03-11
"long-tailed duck",1930-03-11
"american robin",1930-03-12
"dark-eyed junco",1930-03-12
"grackle",1930-03-12
"herring gull",1930-03-12
"long-tailed duck",1930-03-12
"song sparrow",1930-03-12
"american robin",1930-03-13
"dark-eyed junco",1930-03-13
"grackle",1930-03-13
"herring gull",1930-03-13
"long-tailed duck",1930-03-13
"red-breasted merganser",1930-03-13
"red-winged blackbird",1930-03-13
"american robin",1930-03-16
"american tree sparrow",1930-03-16
"dark-eyed junco",1930-03-16
"eastern meadowlark",1930-03-16
"field sparrow",1930-03-16
"grackle",1930-03-16
"herring gull",1930-03-16
"killdeer",1930-03-16
"long-tailed duck",1930-03-16
"northern flicker",1930-03-16
"red-breasted merganser",1930-03-16
"red-winged blackbird",1930-03-16
"song sparrow",1930-03-16
"american crow",1930-03-17
"american robin",1930-03-17
"dark-eyed junco",1930-03-17
"eastern meadowlark",1930-03-17
"fox sparrow",1930-03-17
"grackle",1930-03-17
"herring gull",1930-03-17
"northern flicker",1930-03-17
"song sparrow",1930-03-17
"swamp sparrow",1930-03-17
"american robin",1930-03-19
"dark-eyed junco",1930-03-19
"grackle",1930-03-19
"herring gull",1930-03-19
"long-tailed duck",1930-03-19
"red-winged blackbird",1930-03-19
"american robin",1930-03-20
"common goldeneye",1930-03-20
"dark-eyed junco",1930-03-20
"downy woodpecker",1930-03-20
"grackle",1930-03-20
"herring gull",1930-03-20
"long-tailed duck",1930-03-20
"red-winged blackbird",1930-03-20
"white-breasted nuthatch",1930-03-20
"american robin",1930-03-21
"dark-eyed junco",1930-03-21
"downy woodpecker",1930-03-21
"grackle",1930-03-21
"herring gull",1930-03-21
"long-tailed duck",1930-03-21
"red-winged blackbird",1930-03-21
"song sparrow",1930-03-21
"american robin",1930-03-22
"dark-eyed junco",1930-03-22
"grackle",1930-03-22
"herring gull",1930-03-22
"long-tailed duck",1930-03-22
"red-breasted merganser",1930-03-22
"red-winged blackbird",1930-03-22
"song sparrow",1930-03-22
"american crow",1930-03-24
"american robin",1930-03-24
"common merganser",1930-03-24
"dark-eyed junco",1930-03-24
"grackle",1930-03-24
"herring gull",1930-03-24
"long-tailed duck",1930-03-24
"red-breasted merganser",1930-03-24
"red-winged blackbird",1930-03-24
"song sparrow",1930-03-24
"american robin",1930-03-31
"dark-eyed junco",1930-03-31
"grackle",1930-03-31
"herring gull",1930-03-31
"killdeer",1930-03-31
"long-tailed duck",1930-03-31
"red-winged blackbird",1930-03-31
"american robin",1930-04-01
"american tree sparrow",1930-04-01
"brown-headed cowbird",1930-04-01
"dark-eyed junco",1930-04-01
"eastern meadowlark",1930-04-01
"eastern phoebe",1930-04-01
"field sparrow",1930-04-01
"fox sparrow",1930-04-01
"golden-crowned kinglet",1930-04-01
"grackle",1930-04-01
"hermit thrush",1930-04-01
"herring gull",1930-04-01
"killdeer",1930-04-01
"long-tailed duck",1930-04-01
"northern flicker",1930-04-01
"pie-billed grebe",1930-04-01
"red-winged blackbird",1930-04-01
"rusty blackbird",1930-04-01
"song sparrow",1930-04-01
"white-breasted nuthatch",1930-04-01
"yellow-bellied sapsucker",1930-04-01
"american crow",1930-04-02
"american robin",1930-04-02
"brown creeper",1930-04-02
"dark-eyed junco",1930-04-02
"downy woodpecker",1930-04-02
"eastern meadowlark",1930-04-02
"golden-crowned kinglet",1930-04-02
"grackle",1930-04-02
"herring gull",1930-04-02
"killdeer",1930-04-02
"lesser scaup",1930-04-02
"long-tailed duck",1930-04-02
"northern flicker",1930-04-02
"red-winged blackbird",1930-04-02
"ring-billed gull",1930-04-02
"rusty blackbird",1930-04-02
"white-breasted nuthatch",1930-04-02
"yellow-bellied sapsucker",1930-04-02
"american robin",1930-04-03
"american tree sparrow",1930-04-03
"bonaparte's gull",1930-04-03
"brown creeper",1930-04-03
"dark-eyed junco",1930-04-03
"eastern towhee",1930-04-03
"field sparrow",1930-04-03
"fox sparrow",1930-04-03
"golden-crowned kinglet",1930-04-03
"grackle",1930-04-03
"hermit thrush",1930-04-03
"herring gull",1930-04-03
"lesser scaup",1930-04-03
"long-tailed duck",1930-04-03
"northern cardinal",1930-04-03
"northern flicker",1930-04-03
"red-winged blackbird",1930-04-03
"song sparrow",1930-04-03
"american crow",1930-04-04
"american robin",1930-04-04
"bonaparte's gull",1930-04-04
"dark-eyed junco",1930-04-04
"downy woodpecker",1930-04-04
"eastern bluebird",1930-04-04
"eastern meadowlark",1930-04-04
"grackle",1930-04-04
"hermit thrush",1930-04-04
"herring gull",1930-04-04
"killdeer",1930-04-04
"long-tailed duck",1930-04-04
"red-winged blackbird",1930-04-04
"song sparrow",1930-04-04
"white-breasted nuthatch",1930-04-04
"american robin",1930-04-05
"american tree sparrow",1930-04-05
"bonaparte's gull",1930-04-05
"brown creeper",1930-04-05
"dark-eyed junco",1930-04-05
"eastern bluebird",1930-04-05
"eastern meadowlark",1930-04-05
"field sparrow",1930-04-05
"fox sparrow",1930-04-05
"golden-crowned kinglet",1930-04-05
"grackle",1930-04-05
"hermit thrush",1930-04-05
"herring gull",1930-04-05
"killdeer",1930-04-05
"long-tailed duck",1930-04-05
"northern flicker",1930-04-05
"red-breasted merganser",1930-04-05
"red-winged blackbird",1930-04-05
"song sparrow",1930-04-05
