"","ModernName","Date","Time","Location","n","Observer","Weather","Year"
"817","ring billed gull",2012-05-16,10H 55M 0S,"North Pond",8,"Mason Fidino","Sunny",2012
"818","mallard",2012-05-16,10H 55M 0S,"North Pond",45,"Mason Fidino","Sunny",2012
"819","house sparrow",2012-05-16,10H 55M 0S,"North Pond",19,"Mason Fidino","Sunny",2012
"820","american robin",2012-05-16,10H 55M 0S,"North Pond",5,"Mason Fidino","Sunny",2012
"821","rock pigeon",2012-05-16,10H 55M 0S,"North Pond",8,"Mason Fidino","Sunny",2012
"822","wilson's warbler",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"823","wood duck",2012-05-16,10H 55M 0S,"North Pond",18,"Mason Fidino","Sunny",2012
"824","blue winged teal",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"825","barn swallow",2012-05-16,10H 55M 0S,"North Pond",8,"Mason Fidino","Sunny",2012
"826","caspian tern",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"827","red winged blackbird",2012-05-16,10H 55M 0S,"North Pond",12,"Mason Fidino","Sunny",2012
"828","black capped chickadee",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"829","american crow",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"830","blackpoll warbler",2012-05-16,10H 55M 0S,"North Pond",6,"Mason Fidino","Sunny",2012
"831","domestic goose",2012-05-16,10H 55M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"832","blue gray gnatcatcher",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"833","hooded warbler",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"834","yellow warbler",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"835","blackpoll warbler",2012-05-16,10H 55M 0S,"North Pond",6,"Mason Fidino","Sunny",2012
"836","cape may warbler",2012-05-16,10H 55M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"837","cape may warbler",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"838","palm warbler",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"839","black crowned night heron",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"840","northern rough winged swallow",2012-05-16,10H 55M 0S,"North Pond",4,"Mason Fidino","Sunny",2012
"841","red winged blackbird",2012-05-16,10H 55M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"842","tree swallow",2012-05-16,10H 55M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"843","magnolia warbler",2012-05-16,10H 55M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"844","american goldfinch",2012-05-16,10H 55M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"845","american robin",2012-05-16,10H 30M 0S,"South of Conservatory",6,"Mason Fidino","Sunny",2012
"846","american crow",2012-05-16,10H 30M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"847","common grackle",2012-05-16,10H 30M 0S,"South of Conservatory",11,"Mason Fidino","Sunny",2012
"848","european starling",2012-05-16,10H 30M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"849","house finch",2012-05-16,10H 30M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"850","house sparrow",2012-05-16,10H 30M 0S,"South of Conservatory",8,"Mason Fidino","Sunny",2012
"851","rock pigeon",2012-05-16,10H 30M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"852","ring billed gull",2012-05-16,10H 30M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"853","blackpoll warbler",2012-05-16,10H 30M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"854","baltimore oriole",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"855","common grackle",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",24,"Mason Fidino","Sunny",2012
"856","american robin",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",4,"Mason Fidino","Sunny",2012
"857","european starling",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",6,"Mason Fidino","Sunny",2012
"858","house sparrow",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",40,"Mason Fidino","Sunny",2012
"859","ring billed gull",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",5,"Mason Fidino","Sunny",2012
"860","northern cardinal",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"861","red winged blackbird",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"862","black and white warbler",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"863","wilson's warbler",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"864","mallard",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",5,"Mason Fidino","Sunny",2012
"865","canada goose",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Sunny",2012
"866","cedar waxwing",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"867","blackpoll warbler",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"868","chestnut sided warbler",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"869","red winged blackbird",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"870","cedar waxwing",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Sunny",2012
"871","american crow",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Sunny",2012
"872","magnolia warbler",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"873","hermit thrush",2012-05-16,8H 59M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"874","rock pigeon",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",55,"Mason Fidino","Sunny",2012
"875","european starling",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",32,"Mason Fidino","Sunny",2012
"876","common grackle",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"877","hermit thrush",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"878","ring billed gull",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",3,"Mason Fidino","Sunny",2012
"879","black capped chickadee",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"880","american robin",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",3,"Mason Fidino","Sunny",2012
"881","wilson's warbler",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"882","chestnut sided warbler",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"883","american crow",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"884","american crow",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"885","house sparrow",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",11,"Mason Fidino","Sunny",2012
"886","chipping sparrow",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"887","mallard",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"888","american redstart",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"889","indigo bunting",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"890","black and white warbler",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"891","blue gray gnatcatcher",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"892","canada goose",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"893","northern rough winged swallow",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"894","chimney swift",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",3,"Mason Fidino","Sunny",2012
"895","american goldfinch",2012-05-16,8H 7M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"896","canada goose",2012-05-15,12H 17M 0S,"Canal",32,"Mason Fidino","Sunny",2012
"897","ring billed gull",2012-05-15,12H 17M 0S,"Canal",34,"Mason Fidino","Sunny",2012
"898","european starling",2012-05-15,12H 17M 0S,"Canal",19,"Mason Fidino","Sunny",2012
"899","rock pigeon",2012-05-15,12H 17M 0S,"Canal",2,"Mason Fidino","Sunny",2012
"900","mallard",2012-05-15,12H 17M 0S,"Canal",2,"Mason Fidino","Sunny",2012
"901","gray catbird",2012-05-15,12H 17M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"902","common grackle",2012-05-15,12H 17M 0S,"Canal",8,"Mason Fidino","Sunny",2012
"903","chimney swift",2012-05-15,12H 17M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"904","red winged blackbird",2012-05-15,12H 17M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"905","wilson's warbler",2012-05-15,12H 17M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"906","caspian tern",2012-05-15,12H 17M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"907","american robin",2012-05-15,12H 17M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"908","american redstart",2012-05-15,12H 17M 0S,"Canal",1,"Mason Fidino","Sunny",2012
"909","european starling",2012-05-15,11H 58M 0S,"South of Conservatory",5,"Mason Fidino","Sunny",2012
"910","american robin",2012-05-15,11H 58M 0S,"South of Conservatory",3,"Mason Fidino","Sunny",2012
"911","common grackle",2012-05-15,11H 58M 0S,"South of Conservatory",7,"Mason Fidino","Sunny",2012
"912","house sparrow",2012-05-15,11H 58M 0S,"South of Conservatory",12,"Mason Fidino","Sunny",2012
"913","warbling vireo",2012-05-15,11H 58M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"914","mallard",2012-05-15,11H 58M 0S,"South of Conservatory",2,"Mason Fidino","Sunny",2012
"915","american crow",2012-05-15,11H 58M 0S,"South of Conservatory",1,"Mason Fidino","Sunny",2012
"916","european starling",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",5,"Mason Fidino","Sunny",2012
"917","red winged blackbird",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"918","house sparrow",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",48,"Mason Fidino","Sunny",2012
"919","american robin",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",5,"Mason Fidino","Sunny",2012
"920","ring billed gull",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",55,"Mason Fidino","Sunny",2012
"921","common grackle",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",23,"Mason Fidino","Sunny",2012
"922","canada goose",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",4,"Mason Fidino","Sunny",2012
"923","red winged blackbird",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Sunny",2012
"924","american crow",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Sunny",2012
"925","mallard",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",6,"Mason Fidino","Sunny",2012
"926","downy woodpecker",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"927","black crowned night heron",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",1,"Mason Fidino","Sunny",2012
"928","northern cardinal",2012-05-15,11H 22M 0S,"Lincoln Park Zoo",2,"Mason Fidino","Sunny",2012
"929","green heron",2012-05-15,10H 18M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"930","ring billed gull",2012-05-15,10H 18M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"931","canada goose",2012-05-15,10H 18M 0S,"Nature Boardwalk",34,"Mason Fidino","Sunny",2012
"932","house sparrow",2012-05-15,10H 18M 0S,"Nature Boardwalk",9,"Mason Fidino","Sunny",2012
"933","black crowned night heron",2012-05-15,10H 18M 0S,"Nature Boardwalk",3,"Mason Fidino","Sunny",2012
"934","common grackle",2012-05-15,10H 18M 0S,"Nature Boardwalk",4,"Mason Fidino","Sunny",2012
"935","chimney swift",2012-05-15,10H 18M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"936","red winged blackbird",2012-05-15,10H 18M 0S,"Nature Boardwalk",5,"Mason Fidino","Sunny",2012
"937","warbling vireo",2012-05-15,10H 18M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"938","european starling",2012-05-15,10H 18M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"939","mallard",2012-05-15,10H 18M 0S,"Nature Boardwalk",5,"Mason Fidino","Sunny",2012
"940","baltimore oriole",2012-05-15,10H 18M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"941","blue jay",2012-05-15,10H 18M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"942","rock pigeon",2012-05-15,10H 18M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"943","song sparrow",2012-05-15,10H 18M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"944","wood duck",2012-05-15,10H 18M 0S,"Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"945","savannah sparrow",2012-05-15,10H 18M 0S,"Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"946","blackburnian warbler",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"947","black capped chickadee",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"948","house sparrow",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",16,"Mason Fidino","Sunny",2012
"949","american robin",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"950","european starling",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",28,"Mason Fidino","Sunny",2012
"951","rock pigeon",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",38,"Mason Fidino","Sunny",2012
"952","mallard",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",3,"Mason Fidino","Sunny",2012
"953","american redstart",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"954","black capped chickadee",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"955","indigo bunting",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"956","american crow",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",3,"Mason Fidino","Sunny",2012
"957","ring billed gull",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"958","american goldfinch",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"959","black crowned night heron",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",176,"Mason Fidino","Sunny",2012
"960","blackpoll warbler",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",2,"Mason Fidino","Sunny",2012
"961","palm warbler",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"962","chestnut sided warbler",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"963","eastern wood pewee",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"964","blue jay",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",4,"Mason Fidino","Sunny",2012
"965","red winged blackbird",2012-05-15,9H 17M 0S,"South of Nature Boardwalk",1,"Mason Fidino","Sunny",2012
"966","american robin",2012-05-15,7H 36M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"967","american goldfinch",2012-05-15,7H 36M 0S,"North Pond",6,"Mason Fidino","Sunny",2012
"968","red winged blackbird",2012-05-15,7H 36M 0S,"North Pond",5,"Mason Fidino","Sunny",2012
"969","european starling",2012-05-15,7H 36M 0S,"North Pond",17,"Mason Fidino","Sunny",2012
"970","song sparrow",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"971","red winged blackbird",2012-05-15,7H 36M 0S,"North Pond",6,"Mason Fidino","Sunny",2012
"972","canada goose",2012-05-15,7H 36M 0S,"North Pond",58,"Mason Fidino","Sunny",2012
"973","house sparrow",2012-05-15,7H 36M 0S,"North Pond",14,"Mason Fidino","Sunny",2012
"974","white crowned sparrow",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"975","yellow rumped warbler",2012-05-15,7H 36M 0S,"North Pond",6,"Mason Fidino","Sunny",2012
"976","magnolia warbler",2012-05-15,7H 36M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"977","cape may warbler",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"978","mallard",2012-05-15,7H 36M 0S,"North Pond",42,"Mason Fidino","Sunny",2012
"979","downy woodpecker",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"980","american redstart",2012-05-15,7H 36M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"981","eastern wood pewee",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"982","caspian tern",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"983","warbling vireo",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"984","blue jay",2012-05-15,7H 36M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"985","chimney swift",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"986","baltimore oriole",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"987","northern waterthrush",2012-05-15,7H 36M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"988","gray catbird",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"989","wood duck",2012-05-15,7H 36M 0S,"North Pond",21,"Mason Fidino","Sunny",2012
"990","ring billed gull",2012-05-15,7H 36M 0S,"North Pond",6,"Mason Fidino","Sunny",2012
"991","common grackle",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"992","domestic goose",2012-05-15,7H 36M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"993","american crow",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"994","domestic goose",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"995","blue gray gnatcatcher",2012-05-15,7H 36M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"996","northern cardinal",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"997","red winged blackbird",2012-05-15,8H 31M 0S,"Lily Pond",3,"Mason Fidino","Sunny",2012
"998","american robin",2012-05-15,8H 31M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"999","northern waterthrush",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1000","chimney swift",2012-05-15,8H 31M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"1001","american redstart",2012-05-15,8H 31M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"1002","gray catbird",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1003","white crowned sparrow",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1004","brown headed cowbird",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1005","canada goose",2012-05-15,8H 31M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"1006","mallard",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1007","blue gray gnatcatcher",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1008","american goldfinch",2012-05-15,8H 31M 0S,"Lily Pond",3,"Mason Fidino","Sunny",2012
"1009","common grackle",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1010","blackpoll warbler",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1011","warbling vireo",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1012","barn swallow",2012-05-15,8H 31M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1013","red winged blackbird",2012-05-14,11H 58M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1014","american robin",2012-05-14,11H 58M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1015","ring billed gull",2012-05-14,11H 58M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1016","gray catbird",2012-05-14,11H 58M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1017","palm warbler",2012-05-14,11H 58M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1018","american redstart",2012-05-14,11H 58M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"1019","canada goose",2012-05-14,11H 58M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"1020","common grackle",2012-05-14,11H 58M 0S,"Lily Pond",3,"Mason Fidino","Sunny",2012
"1021","scarlet tanager",2012-05-14,11H 58M 0S,"Lily Pond",1,"Mason Fidino","Sunny",2012
"1022","house sparrow",2012-05-14,11H 58M 0S,"Lily Pond",2,"Mason Fidino","Sunny",2012
"1023","house sparrow",2012-05-14,11H 13M 0S,"North Pond",14,"Mason Fidino","Sunny",2012
"1024","red winged blackbird",2012-05-14,11H 13M 0S,"North Pond",3,"Mason Fidino","Sunny",2012
"1025","american goldfinch",2012-05-14,11H 13M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"1026","american goldfinch",2012-05-14,11H 13M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"1027","european starling",2012-05-14,11H 13M 0S,"North Pond",12,"Mason Fidino","Sunny",2012
"1028","canada goose",2012-05-14,11H 13M 0S,"North Pond",51,"Mason Fidino","Sunny",2012
"1029","red winged blackbird",2012-05-14,11H 13M 0S,"North Pond",11,"Mason Fidino","Sunny",2012
"1030","common grackle",2012-05-14,11H 13M 0S,"North Pond",5,"Mason Fidino","Sunny",2012
"1031","yellow rumped warbler",2012-05-14,11H 13M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"1032","northern waterthrush",2012-05-14,11H 13M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"1033","mallard",2012-05-14,11H 13M 0S,"North Pond",61,"Mason Fidino","Sunny",2012
"1034","yellow warbler",2012-05-14,11H 13M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"1035","song sparrow",2012-05-14,11H 13M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
"1036","chestnut sided warbler",2012-05-14,11H 13M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"1037","barn swallow",2012-05-14,11H 13M 0S,"North Pond",2,"Mason Fidino","Sunny",2012
"1038","rock pigeon",2012-05-14,11H 13M 0S,"North Pond",10,"Mason Fidino","Sunny",2012
"1039","black crowned night heron",2012-05-14,11H 13M 0S,"North Pond",1,"Mason Fidino","Sunny",2012
